Attrition Date,Age,Attrition,BusinessTravel,Department,Education,EmployeeCount,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PerformanceRating
,35,No,Travel_Rarely,Sales,Bachelor's Degree,1,600,Male,Sales Executive,3,Married,4717,18659,9,No,3
,40,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,601,Female,Manufacturing Director,3,Single,13237,20364,7,No,3
,39,No,Travel_Frequently,Research & Development,High School,1,602,Female,Laboratory Technician,3,Married,3755,17872,1,No,3
,31,No,Travel_Rarely,Sales,High School,1,604,Male,Sales Executive,4,Single,6582,8346,4,Yes,3
,42,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,605,Male,Manufacturing Director,1,Married,7406,6950,1,Yes,4
,45,No,Travel_Rarely,Sales,Bachelor's Degree,1,606,Male,Sales Executive,2,Married,4805,16177,0,No,3
9/30/2021 12:00:00 AM,26,Yes,Travel_Frequently,Human Resources,Master's Degree,1,608,Female,Human Resources,3,Divorced,2741,22808,0,Yes,3
,29,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,611,Male,Manufacturing Director,4,Divorced,4262,22645,4,No,3
,33,No,Travel_Rarely,Research & Development,Doctoral Degree,1,612,Female,Research Director,3,Divorced,16184,22578,4,No,3
,31,No,Travel_Rarely,Sales,Bachelor's Degree,1,613,Male,Manager,4,Divorced,11557,25291,9,No,4
3/25/2022 12:00:00 AM,18,Yes,Travel_Frequently,Sales,Bachelor's Degree,1,614,Male,Sales Representative,2,Single,1878,8059,1,Yes,3
,40,No,Non-Travel,Sales,Bachelor's Degree,1,615,Male,Sales Executive,1,Divorced,10932,11373,3,No,3
,41,No,Non-Travel,Research & Development,Master's Degree,1,616,Female,Healthcare Representative,3,Single,6811,2112,2,Yes,3
,26,No,Travel_Rarely,Sales,Associates Degree,1,618,Male,Sales Executive,3,Divorced,4306,4267,5,No,3
,35,No,Travel_Rarely,Sales,Bachelor's Degree,1,620,Female,Sales Executive,3,Single,4859,6698,1,No,3
,34,No,Travel_Rarely,Sales,Master's Degree,1,621,Male,Sales Executive,4,Single,5337,19921,1,No,3
11-09-2021 00:00,26,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,622,Male,Laboratory Technician,4,Single,2340,23213,1,Yes,3
,37,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,623,Female,Manufacturing Director,4,Single,7491,23848,4,No,3
,46,No,Travel_Frequently,Research & Development,High School,1,624,Female,Healthcare Representative,3,Married,10527,8984,5,No,3
,41,No,Travel_Rarely,Sales,Doctoral Degree,1,625,Female,Manager,1,Married,16595,5626,7,No,3
,37,No,Non-Travel,Sales,Master's Degree,1,626,Male,Sales Executive,2,Divorced,8834,24666,1,No,3
,52,No,Travel_Rarely,Research & Development,Associates Degree,1,630,Male,Research Scientist,1,Divorced,5577,22087,3,Yes,3
3/22/2022 12:00:00 AM,32,Yes,Non-Travel,Sales,Master's Degree,1,631,Male,Sales Executive,3,Married,4707,23914,8,No,3
,24,No,Travel_Frequently,Sales,Bachelor's Degree,1,632,Male,Sales Representative,4,Married,2400,5530,0,No,3
,38,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,634,Female,Healthcare Representative,3,Married,9824,22174,3,No,3
,37,No,Travel_Rarely,Research & Development,Master's Degree,1,635,Female,Manufacturing Director,2,Married,6447,15701,6,No,3
,49,No,Travel_Rarely,Research & Development,Master's Degree,1,638,Male,Research Director,3,Divorced,19502,2125,1,Yes,3
,24,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,639,Male,Research Scientist,4,Married,2725,21630,1,Yes,3
,26,No,Travel_Rarely,Sales,Associates Degree,1,641,Male,Sales Executive,2,Married,6272,7428,1,No,4
,24,No,Travel_Rarely,Research & Development,Associates Degree,1,643,Male,Laboratory Technician,2,Married,2127,9100,1,No,4
,50,No,Travel_Frequently,Human Resources,Bachelor's Degree,1,644,Male,Manager,2,Married,18200,7999,1,No,3
,25,No,Travel_Rarely,Sales,High School,1,645,Male,Sales Representative,3,Married,2096,26376,1,No,3
02-07-2022 00:00,24,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,647,Female,Laboratory Technician,3,Married,2886,14168,1,Yes,3
12-04-2021 00:00,30,Yes,Travel_Frequently,Sales,Master's Degree,1,648,Male,Sales Representative,1,Married,2033,14470,1,No,3
,34,No,Travel_Rarely,Research & Development,Associates Degree,1,649,Male,Research Scientist,4,Married,3622,22794,1,Yes,3
02-11-2022 00:00,31,Yes,Travel_Rarely,Sales,Master's Degree,1,650,Male,Sales Executive,1,Divorced,4233,11512,2,No,3
,35,No,Travel_Rarely,Research & Development,Associates Degree,1,652,Male,Laboratory Technician,4,Single,3681,14004,4,No,3
,31,No,Travel_Rarely,Sales,Master's Degree,1,653,Male,Sales Executive,4,Divorced,5460,6219,4,No,4
,27,No,Travel_Rarely,Research & Development,Master's Degree,1,655,Female,Research Scientist,3,Divorced,2187,5013,0,No,3
,37,No,Travel_Rarely,Sales,Bachelor's Degree,1,656,Male,Sales Executive,3,Married,9602,3010,4,Yes,3
,20,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,657,Female,Research Scientist,2,Single,2836,11757,1,No,3
,42,No,Travel_Rarely,Research & Development,Master's Degree,1,659,Female,Healthcare Representative,4,Married,4089,5718,1,No,3
,43,No,Travel_Rarely,Research & Development,Master's Degree,1,661,Male,Research Director,4,Divorced,16627,2671,4,Yes,3
,38,No,Travel_Rarely,Research & Development,High School,1,662,Female,Research Scientist,1,Single,2619,14561,3,No,3
,43,No,Travel_Frequently,Research & Development,Doctoral Degree,1,663,Male,Laboratory Technician,3,Divorced,5679,19627,3,Yes,3
,48,No,Travel_Rarely,Research & Development,Master's Degree,1,664,Female,Manager,1,Married,15402,17997,7,No,3
,44,No,Travel_Rarely,Human Resources,Master's Degree,1,665,Female,Human Resources,3,Single,5985,26894,4,No,3
,34,No,Travel_Rarely,Sales,Bachelor's Degree,1,666,Female,Sales Representative,3,Divorced,2579,2912,1,Yes,3
4/25/2022 12:00:00 AM,27,Yes,Travel_Rarely,Sales,High School,1,667,Male,Sales Representative,1,Divorced,3041,16346,0,No,3
,21,No,Travel_Rarely,Sales,High School,1,669,Male,Sales Representative,3,Single,3447,24444,1,No,3
,44,No,Travel_Rarely,Research & Development,Master's Degree,1,671,Male,Manager,4,Married,19513,9358,4,Yes,3
,22,No,Travel_Rarely,Research & Development,High School,1,675,Male,Research Scientist,3,Married,2773,12145,0,No,4
,33,No,Travel_Rarely,Sales,Master's Degree,1,677,Male,Sales Executive,3,Divorced,7104,20431,0,No,3
,32,No,Travel_Rarely,Research & Development,Master's Degree,1,679,Female,Research Scientist,4,Married,6322,18089,1,Yes,3
,30,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,680,Female,Research Scientist,3,Divorced,2083,22653,1,No,4
,53,No,Travel_Rarely,Sales,High School,1,682,Female,Sales Executive,1,Single,8381,7507,7,No,4
,34,No,Travel_Rarely,Research & Development,Doctoral Degree,1,683,Male,Research Scientist,4,Married,2691,7660,1,No,3
06-05-2021 00:00,45,Yes,Travel_Frequently,Sales,Master's Degree,1,684,Female,Sales Executive,1,Married,4286,5630,2,No,3
,26,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,686,Female,Laboratory Technician,4,Married,2659,17759,1,Yes,3
,37,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,689,Male,Manufacturing Director,3,Married,9434,9606,1,No,3
,29,No,Travel_Rarely,Sales,Associates Degree,1,690,Female,Sales Executive,3,Married,5561,3487,1,No,3
,35,No,Travel_Rarely,Research & Development,Master's Degree,1,691,Male,Research Scientist,4,Single,6646,19368,1,No,3
,33,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,692,Male,Healthcare Representative,4,Divorced,7725,5335,3,No,4
,54,No,Travel_Rarely,Human Resources,Master's Degree,1,698,Male,Human Resources,2,Married,10725,6729,2,No,3
,36,No,Travel_Rarely,Research & Development,Associates Degree,1,699,Male,Manufacturing Director,2,Divorced,8847,13934,2,Yes,3
,27,No,Travel_Rarely,Research & Development,Master's Degree,1,700,Male,Research Scientist,4,Single,2045,15174,0,No,3
03-04-2022 00:00,20,Yes,Travel_Rarely,Research & Development,High School,1,701,Male,Research Scientist,3,Single,1009,26999,1,Yes,3
3/31/2022 12:00:00 AM,33,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,702,Male,Research Scientist,1,Single,3348,3164,1,Yes,3
,35,No,Non-Travel,Research & Development,Bachelor's Degree,1,704,Male,Laboratory Technician,3,Married,1281,16900,1,No,3
,23,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,705,Male,Research Scientist,1,Married,2819,8544,2,No,3
,25,No,Travel_Rarely,Sales,Bachelor's Degree,1,707,Male,Sales Executive,2,Married,4851,15678,0,No,4
,38,No,Travel_Rarely,Sales,Master's Degree,1,709,Female,Sales Executive,4,Single,4028,7791,0,No,4
,29,No,Travel_Frequently,Research & Development,Master's Degree,1,710,Male,Research Scientist,4,Divorced,2720,18959,1,No,3
,48,No,Travel_Rarely,Sales,High School,1,712,Male,Sales Executive,2,Married,8120,18597,3,No,3
,27,No,Travel_Frequently,Sales,High School,1,714,Female,Sales Executive,4,Divorced,4647,16673,1,Yes,4
,37,No,Travel_Rarely,Research & Development,Associates Degree,1,715,Male,Research Scientist,4,Single,4680,15232,3,No,3
,50,No,Travel_Rarely,Research & Development,High School,1,716,Male,Laboratory Technician,3,Married,3221,3297,1,Yes,3
,34,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,717,Female,Healthcare Representative,2,Single,8621,17654,1,No,3
04-04-2022 00:00,24,Yes,Travel_Rarely,Sales,Associates Degree,1,720,Female,Sales Executive,3,Single,4577,24785,9,No,3
,39,No,Travel_Rarely,Research & Development,Master's Degree,1,721,Female,Healthcare Representative,3,Single,4553,20978,1,No,3
,32,No,Travel_Rarely,Sales,Bachelor's Degree,1,722,Male,Sales Executive,4,Single,5396,21703,1,No,3
01-01-2022 00:00,50,Yes,Travel_Frequently,Sales,Associates Degree,1,723,Male,Sales Executive,3,Married,6796,23452,3,Yes,3
,38,No,Travel_Rarely,Research & Development,Master's Degree,1,724,Female,Healthcare Representative,4,Single,7625,19383,0,No,3
,27,No,Travel_Rarely,Research & Development,Associates Degree,1,725,Female,Manufacturing Director,1,Married,7412,6009,1,No,3
,32,No,Travel_Rarely,Research & Development,Associates Degree,1,727,Female,Research Director,4,Single,11159,19373,3,No,3
,47,No,Travel_Rarely,Sales,Master's Degree,1,728,Male,Sales Executive,1,Single,4960,11825,2,No,3
,40,No,Travel_Frequently,Sales,Master's Degree,1,729,Male,Sales Executive,1,Married,10475,23772,5,Yes,4
,53,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,730,Male,Research Director,3,Married,14814,13514,3,No,3
,41,No,Travel_Rarely,Human Resources,Master's Degree,1,731,Male,Manager,4,Divorced,19141,8861,3,No,3
,60,No,Travel_Rarely,Sales,Master's Degree,1,732,Male,Sales Executive,1,Single,5405,11924,8,No,3
,27,No,Travel_Frequently,Research & Development,Associates Degree,1,733,Male,Manufacturing Director,1,Divorced,8793,4809,1,No,4
,41,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,734,Male,Manager,3,Married,19189,19562,1,No,3
,50,No,Travel_Rarely,Sales,Master's Degree,1,738,Male,Sales Representative,2,Married,3875,9983,7,No,3
4/30/2022 12:00:00 AM,28,Yes,Travel_Rarely,Research & Development,Associates Degree,1,741,Female,Research Scientist,2,Single,2216,3872,7,Yes,3
,36,No,Non-Travel,Research & Development,Bachelor's Degree,1,742,Female,Research Director,1,Married,11713,20335,9,No,3
,38,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,743,Female,Manufacturing Director,3,Single,7861,15397,4,Yes,3
,44,No,Non-Travel,Research & Development,Bachelor's Degree,1,744,Male,Laboratory Technician,3,Single,3708,2104,2,No,3
,47,No,Travel_Frequently,Sales,Bachelor's Degree,1,746,Female,Sales Executive,3,Divorced,13770,10225,9,Yes,3
,30,No,Travel_Rarely,Sales,Doctoral Degree,1,747,Male,Sales Executive,4,Divorced,5304,25275,7,No,4
,29,No,Travel_Rarely,Sales,Bachelor's Degree,1,749,Male,Sales Representative,3,Single,2642,2755,1,No,3
12/27/2021 12:00:00 AM,42,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,752,Male,Research Scientist,3,Divorced,2759,20366,6,Yes,3
,43,No,Travel_Frequently,Sales,Bachelor's Degree,1,754,Male,Sales Executive,4,Married,6804,23683,3,No,3
,34,No,Travel_Rarely,Research & Development,Associates Degree,1,757,Female,Healthcare Representative,3,Single,6142,7360,3,No,3
,23,No,Travel_Rarely,Research & Development,High School,1,758,Male,Laboratory Technician,1,Married,2500,4344,1,No,3
,39,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,760,Female,Human Resources,2,Married,6389,18767,9,No,3
,56,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,762,Male,Healthcare Representative,4,Married,11103,20420,7,No,3
,40,No,Travel_Rarely,Research & Development,High School,1,763,Female,Research Scientist,4,Single,2342,22929,0,Yes,4
,27,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,764,Female,Healthcare Representative,1,Single,6811,23398,8,No,3
,29,No,Travel_Rarely,Sales,Bachelor's Degree,1,766,Male,Sales Representative,2,Divorced,2297,17967,1,No,3
,53,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,769,Male,Laboratory Technician,4,Single,2450,10919,2,No,3
,35,No,Non-Travel,Research & Development,Master's Degree,1,771,Female,Healthcare Representative,1,Divorced,5093,4761,2,No,3
,32,No,Travel_Frequently,Research & Development,Master's Degree,1,772,Male,Laboratory Technician,4,Married,5309,21146,1,No,3
,38,No,Travel_Rarely,Research & Development,Doctoral Degree,1,773,Male,Research Scientist,3,Married,3057,20471,6,Yes,3
,34,No,Travel_Rarely,Research & Development,Doctoral Degree,1,775,Female,Manufacturing Director,1,Divorced,5121,4187,3,No,3
,52,No,Travel_Rarely,Sales,Master's Degree,1,776,Male,Manager,1,Married,16856,10084,1,No,3
05-08-2022 00:00,33,Yes,Travel_Rarely,Research & Development,Master's Degree,1,780,Male,Research Scientist,4,Single,2686,5207,1,Yes,3
,25,No,Travel_Rarely,Sales,High School,1,781,Female,Sales Executive,4,Single,6180,22807,1,No,4
,45,No,Travel_Rarely,Sales,Associates Degree,1,783,Male,Sales Representative,3,Single,6632,12388,0,No,3
,23,No,Travel_Rarely,Research & Development,High School,1,784,Male,Research Scientist,3,Single,3505,19630,1,No,3
11/23/2021 12:00:00 AM,47,Yes,Travel_Frequently,Sales,Associates Degree,1,785,Female,Sales Executive,3,Single,6397,10339,4,Yes,3
,34,No,Travel_Rarely,Sales,Bachelor's Degree,1,786,Male,Sales Executive,4,Single,6274,18686,1,No,4
4/29/2022 12:00:00 AM,55,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,787,Male,Manager,1,Married,19859,21199,5,Yes,3
,36,No,Non-Travel,Sales,Master's Degree,1,789,Male,Sales Executive,1,Single,7587,14229,1,No,3
,52,No,Non-Travel,Research & Development,Master's Degree,1,791,Male,Research Scientist,4,Married,4258,26589,0,No,3
,26,No,Travel_Frequently,Research & Development,Associates Degree,1,792,Female,Laboratory Technician,4,Divorced,4364,5288,3,No,3
,29,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,793,Female,Healthcare Representative,3,Married,4335,25549,4,No,3
01-05-2022 00:00,26,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,796,Male,Sales Executive,1,Single,5326,3064,6,No,3
,34,No,Travel_Rarely,Research & Development,Master's Degree,1,797,Female,Research Scientist,4,Single,3280,13551,2,No,3
,54,No,Travel_Rarely,Research & Development,Master's Degree,1,799,Female,Manufacturing Director,1,Divorced,5485,22670,9,Yes,3
,27,No,Travel_Frequently,Sales,High School,1,800,Male,Sales Executive,4,Married,4342,24008,0,No,3
,37,No,Travel_Rarely,Research & Development,High School,1,802,Female,Research Scientist,1,Divorced,2782,19905,0,Yes,3
,38,No,Travel_Frequently,Research & Development,Master's Degree,1,803,Female,Manufacturing Director,1,Single,5980,26085,6,Yes,3
,34,No,Travel_Rarely,Research & Development,Master's Degree,1,804,Female,Research Scientist,1,Single,4381,7530,1,No,3
,35,No,Travel_Rarely,Sales,Master's Degree,1,805,Female,Sales Representative,4,Married,2572,20317,1,No,3
,30,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,806,Male,Laboratory Technician,3,Married,3833,24375,3,No,4
,40,No,Travel_Frequently,Research & Development,Associates Degree,1,807,Female,Healthcare Representative,2,Married,4244,9931,1,No,4
,34,No,Travel_Rarely,Sales,Associates Degree,1,808,Female,Sales Executive,1,Married,6500,13305,5,No,3
,42,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,809,Male,Manager,4,Divorced,18430,16225,1,No,3
2/24/2022 12:00:00 AM,23,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,811,Male,Laboratory Technician,1,Married,1601,3445,1,Yes,4
,24,No,Non-Travel,Research & Development,Bachelor's Degree,1,812,Male,Laboratory Technician,2,Divorced,2694,26551,1,No,3
,52,No,Travel_Rarely,Research & Development,Master's Degree,1,813,Female,Laboratory Technician,3,Married,3149,21821,8,No,4
,50,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,815,Male,Research Director,3,Married,17639,6881,5,No,3
4/30/2022 12:00:00 AM,29,Yes,Travel_Rarely,Research & Development,Associates Degree,1,816,Female,Laboratory Technician,1,Married,2319,6689,1,Yes,3
,33,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,817,Male,Research Director,3,Married,11691,25995,0,No,3
12/20/2021 12:00:00 AM,33,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,819,Female,Sales Executive,1,Single,5324,26507,5,No,3
,47,No,Travel_Rarely,Research & Development,Associates Degree,1,820,Female,Manager,4,Married,16752,12982,1,Yes,3
,36,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,823,Female,Manufacturing Director,2,Married,5228,23361,0,No,3
,29,No,Travel_Rarely,Research & Development,Associates Degree,1,824,Male,Research Scientist,3,Married,2700,23779,1,No,4
4/17/2022 12:00:00 AM,58,Yes,Travel_Rarely,Research & Development,Master's Degree,1,825,Male,Research Director,2,Single,19246,25761,7,Yes,3
,35,No,Travel_Rarely,Research & Development,Master's Degree,1,826,Female,Research Scientist,3,Single,2506,13301,3,No,3
,42,No,Travel_Rarely,Research & Development,Associates Degree,1,827,Female,Manufacturing Director,4,Married,6062,4051,9,Yes,3
4/29/2022 12:00:00 AM,28,Yes,Travel_Rarely,Research & Development,Master's Degree,1,828,Male,Research Scientist,3,Single,4382,16374,6,No,3
,36,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,829,Male,Human Resources,2,Married,2143,25527,4,No,3
,32,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,830,Female,Manufacturing Director,3,Married,6162,19124,1,No,3
,40,No,Travel_Frequently,Research & Development,Master's Degree,1,832,Male,Laboratory Technician,3,Single,5094,11983,6,No,3
,30,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,833,Female,Manufacturing Director,4,Single,6877,20234,5,Yes,4
,45,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,834,Female,Research Scientist,3,Single,2274,6153,1,No,3
,42,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,836,Male,Manufacturing Director,2,Married,4434,11806,1,No,3
,38,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,837,Male,Healthcare Representative,1,Divorced,6288,4284,2,No,3
,34,No,Travel_Frequently,Research & Development,Master's Degree,1,838,Female,Research Scientist,4,Single,2553,8306,1,No,3
02-03-2022 00:00,49,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,840,Female,Sales Executive,4,Married,7654,5860,1,No,3
4/29/2022 12:00:00 AM,55,Yes,Travel_Rarely,Sales,High School,1,842,Male,Sales Executive,4,Single,5160,21519,4,No,3
,43,No,Travel_Rarely,Research & Development,Associates Degree,1,843,Male,Research Director,1,Married,17159,5200,6,No,4
,27,No,Travel_Rarely,Research & Development,High School,1,844,Male,Research Director,4,Divorced,12808,8842,1,Yes,3
,35,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,845,Male,Manufacturing Director,3,Single,10221,18869,3,No,4
,28,No,Travel_Rarely,Sales,Master's Degree,1,846,Female,Sales Executive,2,Married,4779,3698,1,Yes,4
,34,No,Travel_Rarely,Human Resources,Associates Degree,1,847,Male,Human Resources,4,Married,3737,2243,0,No,3
04-04-2022 00:00,26,Yes,Travel_Frequently,Research & Development,Associates Degree,1,848,Female,Research Scientist,3,Married,2366,20898,1,Yes,3
,27,No,Non-Travel,Research & Development,Bachelor's Degree,1,850,Male,Research Scientist,4,Married,1706,16571,1,No,3
,51,No,Travel_Rarely,Sales,Master's Degree,1,851,Female,Manager,3,Married,16307,5594,2,No,3
,44,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,852,Male,Healthcare Representative,2,Single,5933,5197,9,No,3
,25,No,Travel_Rarely,Research & Development,High School,1,854,Male,Research Scientist,1,Single,3424,21632,7,No,3
,33,No,Travel_Rarely,Sales,Bachelor's Degree,1,855,Male,Sales Executive,1,Divorced,4037,21816,1,No,4
,35,No,Travel_Rarely,Research & Development,High School,1,856,Female,Research Scientist,1,Single,2559,17852,1,No,3
,36,No,Travel_Rarely,Sales,Associates Degree,1,857,Male,Sales Executive,4,Married,6201,2823,1,Yes,3
,32,No,Travel_Rarely,Sales,Master's Degree,1,859,Male,Sales Executive,4,Divorced,4403,9250,2,No,3
,30,No,Travel_Frequently,Research & Development,Master's Degree,1,861,Male,Research Scientist,4,Divorced,3761,2373,9,No,3
,53,No,Travel_Rarely,Sales,Associates Degree,1,862,Female,Sales Executive,4,Married,10934,20715,7,Yes,3
,45,No,Travel_Rarely,Sales,Bachelor's Degree,1,864,Male,Sales Executive,1,Divorced,10761,19239,4,Yes,3
,32,No,Travel_Rarely,Research & Development,Associates Degree,1,865,Female,Research Scientist,3,Married,5175,22162,5,No,3
,52,No,Travel_Frequently,Research & Development,Master's Degree,1,867,Female,Manufacturing Director,4,Married,13826,19028,3,No,4
,37,No,Travel_Rarely,Sales,Master's Degree,1,868,Male,Sales Executive,3,Divorced,6334,24558,4,No,3
,28,No,Travel_Rarely,Human Resources,Associates Degree,1,869,Male,Human Resources,4,Divorced,4936,23965,1,No,3
,22,No,Travel_Rarely,Research & Development,Associates Degree,1,872,Male,Manufacturing Director,4,Married,4775,19146,6,No,4
,44,No,Travel_Rarely,Research & Development,Master's Degree,1,874,Male,Laboratory Technician,4,Married,2818,5044,2,Yes,4
,42,No,Travel_Frequently,Research & Development,High School,1,875,Male,Research Scientist,4,Single,2515,9068,5,Yes,3
,36,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,878,Male,Human Resources,1,Married,2342,8635,0,No,4
,25,No,Travel_Rarely,Sales,High School,1,879,Male,Sales Executive,1,Married,4194,14363,1,Yes,3
,35,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,880,Female,Manufacturing Director,3,Married,10685,23457,1,Yes,4
6/18/2021 12:00:00 AM,35,Yes,Travel_Frequently,Research & Development,Master's Degree,1,881,Female,Research Scientist,2,Divorced,2022,16612,1,Yes,3
,32,No,Non-Travel,Research & Development,Bachelor's Degree,1,882,Male,Laboratory Technician,4,Divorced,2314,9148,0,No,3
,25,No,Travel_Rarely,Sales,High School,1,885,Male,Sales Executive,1,Married,4256,18154,1,No,3
,49,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,887,Female,Research Scientist,1,Married,3580,10554,2,No,3
,24,No,Non-Travel,Research & Development,High School,1,888,Male,Laboratory Technician,4,Married,3162,10778,0,No,3
,32,No,Travel_Frequently,Sales,Associates Degree,1,889,Male,Sales Executive,2,Married,6524,8891,1,No,3
,38,No,Travel_Rarely,Sales,Bachelor's Degree,1,893,Male,Sales Representative,2,Married,2899,12102,0,No,3
,42,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,894,Female,Laboratory Technician,4,Married,5231,23726,2,Yes,3
,31,No,Travel_Rarely,Research & Development,Master's Degree,1,895,Male,Research Scientist,4,Married,2356,14871,3,Yes,3
05-06-2022 00:00,29,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,896,Female,Sales Representative,3,Divorced,2800,23522,6,Yes,3
,53,No,Travel_Rarely,Sales,Bachelor's Degree,1,897,Male,Sales Executive,4,Married,11836,22789,5,No,3
,35,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,899,Male,Manufacturing Director,2,Married,10903,9129,3,No,3
,37,No,Travel_Frequently,Sales,Associates Degree,1,900,Female,Sales Representative,4,Married,2973,21222,5,No,3
,53,No,Travel_Rarely,Research & Development,Master's Degree,1,901,Female,Research Director,4,Single,14275,20206,6,No,3
,43,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,902,Female,Healthcare Representative,4,Married,5562,21782,4,No,3
,47,No,Travel_Rarely,Sales,Associates Degree,1,903,Female,Sales Executive,4,Married,4537,17783,0,Yes,4
,37,No,Non-Travel,Sales,Associates Degree,1,904,Male,Sales Executive,2,Single,7642,4814,1,Yes,3
,50,No,Non-Travel,Research & Development,Master's Degree,1,905,Male,Manager,1,Divorced,17924,4544,1,No,3
,39,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,909,Female,Human Resources,4,Married,5204,7790,8,No,3
,33,No,Travel_Rarely,Human Resources,Associates Degree,1,910,Male,Human Resources,2,Divorced,2277,22650,3,Yes,3
6/22/2021 12:00:00 AM,32,Yes,Travel_Rarely,Research & Development,Master's Degree,1,911,Male,Laboratory Technician,4,Single,2795,18016,1,Yes,4
,29,No,Travel_Rarely,Research & Development,High School,1,912,Female,Laboratory Technician,4,Divorced,2532,6054,6,No,3
,44,No,Travel_Rarely,Research & Development,Associates Degree,1,913,Male,Research Scientist,1,Married,2559,7508,1,Yes,3
,28,No,Travel_Rarely,Sales,Master's Degree,1,916,Male,Sales Executive,4,Single,4908,24252,1,No,3
4/13/2022 12:00:00 AM,58,Yes,Travel_Frequently,Research & Development,High School,1,918,Male,Laboratory Technician,4,Divorced,2380,13384,9,Yes,3
,43,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,920,Female,Manufacturing Director,2,Divorced,4765,23814,4,No,4
4/29/2022 12:00:00 AM,20,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,922,Female,Sales Representative,3,Single,2044,22052,1,No,3
02-12-2022 00:00,21,Yes,Travel_Rarely,Research & Development,High School,1,923,Female,Research Scientist,4,Single,2693,8870,1,No,3
,36,No,Travel_Rarely,Research & Development,High School,1,924,Male,Healthcare Representative,4,Married,6586,4821,0,Yes,3
,47,No,Travel_Rarely,Sales,Master's Degree,1,925,Female,Sales Representative,4,Single,3294,13137,1,Yes,3
04-04-2022 00:00,22,Yes,Travel_Rarely,Research & Development,High School,1,926,Female,Manufacturing Director,3,Married,4171,10022,0,Yes,3
4/17/2022 12:00:00 AM,41,Yes,Travel_Rarely,Research & Development,Master's Degree,1,927,Female,Laboratory Technician,4,Divorced,2778,17725,4,Yes,3
,28,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,930,Female,Research Scientist,3,Divorced,2377,9834,5,No,3
04-01-2022 00:00,39,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,932,Male,Laboratory Technician,1,Married,2404,4303,7,Yes,4
,27,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,933,Female,Research Scientist,3,Single,2318,17808,1,No,3
,34,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,934,Male,Laboratory Technician,2,Divorced,2008,6896,1,No,3
